source_id,global_index,image_url,review_count,valid_count,participant_followup_count,max_anomaly_score,mean_anomaly_score,roles,buckets,evidence_axes,axis_match_count,review_tier,priority_candidate,focus_rendered,quality_tier,quality_score,n_obs,amplitude_completed,rebrightening_completed,nonmono_completed,peak_snr,latest_reason
AT2019jpe,955,http://49.233.162.81:8788/all_sample_gp/AT2019jpe_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.51,56,0.33,1,0.36,1.2,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019jyv,969,http://49.233.162.81:8788/all_sample_gp/AT2019jyv_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.55,179,0.15,0,0.46,1.6,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019jzf,970,http://49.233.162.81:8788/all_sample_gp/AT2019jzf_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.58,685,0.2,0,0.4,2.7,两波段长期平稳分层没有峰尾再亮或漂移，个别离群点不影响整体判断，缺少爆发和长期变源证据，可作为普通对照
AT2019jzr,971,http://49.233.162.81:8788/all_sample_gp/AT2019jzr_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.65,312,0.9,1,0.36,6.3,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019koj,991,http://49.233.162.81:8788/all_sample_gp/AT2019koj_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.54,430,0.23,1,0.42,1.4,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019kr,995,http://49.233.162.81:8788/all_sample_gp/AT2019kr_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,A_completed_high,0.72,125,0.4,3,0.61,5.8,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019ksi,998,http://49.233.162.81:8788/all_sample_gp/AT2019ksi_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.58,60,0.29,0,0.06,2.4,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019kvo,1001,http://49.233.162.81:8788/all_sample_gp/AT2019kvo_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.52,472,0.22,0,0.42,1.0,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lbn,1005,http://49.233.162.81:8788/all_sample_gp/AT2019lbn_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.57,137,0.2,1,0.35,2.3,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lsx,1031,http://49.233.162.81:8788/all_sample_gp/AT2019lsx_sample_gp.png,4,1,0,1,1.0,"{""typical"": 1}","{""invalid"": 3, ""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.58,156,0.46,0,0.41,4.4,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lux,1032,http://49.233.162.81:8788/all_sample_gp/AT2019lux_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,A_completed_high,0.76,44,0.85,4,0.35,5.0,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lvk,1033,http://49.233.162.81:8788/all_sample_gp/AT2019lvk_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.56,166,0.24,5,0.59,1.9,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lvl,1034,http://49.233.162.81:8788/all_sample_gp/AT2019lvl_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.64,352,0.48,1,0.49,5.6,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019lwx,1035,http://49.233.162.81:8788/all_sample_gp/AT2019lwx_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.52,380,0.07,0,0.54,1.1,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019mi,1047,http://49.233.162.81:8788/all_sample_gp/AT2019mi_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,A_completed_high,0.71,77,1.06,0,0.44,11.2,双波段平稳分层，长期没有明显变化，可以作为普通对照
AT2019mil,1049,http://49.233.162.81:8788/all_sample_gp/AT2019mil_sample_gp.png,1,1,0,1,1.0,"{""unsure"": 1}","{""control_agreement"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,A_completed_high,0.7,180,1.66,15,0.48,10.8,观测点比较稀疏，GP拟合有些波动，但不确定是不是真实的天文信号
AT2019mjs,1052,http://49.233.162.81:8788/all_sample_gp/AT2019mjs_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.53,568,0.22,0,0.36,1.2,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019mno,1057,http://49.233.162.81:8788/all_sample_gp/AT2019mno_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.63,284,0.36,0,0.37,4.8,平稳无变化
AT2019moo,1059,http://49.233.162.81:8788/all_sample_gp/AT2019moo_sample_gp.png,1,1,0,1,1.0,"{""unsure"": 1}","{""control_agreement"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.55,234,0.17,0,0.49,1.6,散点稀，GP线有波动，看起来不像有真实信号
AT2019mou,1062,http://49.233.162.81:8788/all_sample_gp/AT2019mou_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.6,267,0.38,1,0.46,3.3,两波段长期平稳分层没有峰尾再亮或漂移，缺少爆发和长期变源证据，可作为普通对照
AT2019mov,1063,http://49.233.162.81:8788/all_sample_gp/AT2019mov_sample_gp.png,1,1,0,1,1.0,"{""unsure"": 1}","{""control_agreement"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.59,158,0.3,0,0.42,3.9,散点很稀，GP线的起伏没有连续观测点支撑，更像采样空窗造成的拟合震荡；低置信记录，不把这条波纹当真实光变
AT2018bbw,62,http://49.233.162.81:8788/all_sample_gp/AT2018bbw_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.52,171,0.05,0,0.37,0.9,三波段(g/r/i)分层稳定在16.0/15.4/15.0等，振幅仅0.05等，采样密集(171点)但SNR仅0.9，整体无明显变亮或变暗，典型稳定源对照样本
AT2018jcw,280,http://49.233.162.81:8788/all_sample_gp/AT2018jcw_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.51,104,0.08,0,0.44,0.9,g/r双波段基本平稳，g在15.1-15.2等震荡，r在14.3-14.4等震荡，振幅仅0.08等；SNR极低约0.9
AT2018kwc,348,http://49.233.162.81:8788/all_sample_gp/AT2018kwc_sample_gp.png,1,1,0,0,0.0,"{""unsure"": 1}","{""control_agreement"": 1}","{""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.5,56,0.05,0,0.27,0.7,r波段在MJD 58400-58800区间从17.6等下降至17.4等，振幅0.05等，g波段观测稀疏，峰值SNR 0.7导致信号极弱无法可靠判断
AT2018lhx,370,http://49.233.162.81:8788/all_sample_gp/AT2018lhx_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.49,198,0.03,0,0.46,0.4,r波段在17.0-18.6区间几乎无变化，g波段散点分布均匀；振幅仅0.03等，峰值SNR仅0.4
AT2018lkh,374,http://49.233.162.81:8788/all_sample_gp/AT2018lkh_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.5,167,0.08,0,0.43,0.9,g、r波段分别在15.5-16.6和15.2-16.0范围内极小幅波动，振幅仅0.08等，几乎无光变，SNR仅0.9
AT2018mna,459,http://49.233.162.81:8788/all_sample_gp/AT2018mna_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.5,1301,0.07,0,0.44,0.7,r波段在MJD 58200-58800围绕16.75星等几乎无变化，g波段围绕17.25-18.00微弱上升，振幅仅0.07等。SNR≈0.7极低，数据可能由噪声主导
AT2018mnd,460,http://49.233.162.81:8788/all_sample_gp/AT2018mnd_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.48,83,0.02,0,0.53,0.3,r波段围绕16.0微弱震荡，g波段围绕17.0微弱震荡，振幅仅0.02等。SNR≈0.3极低，观测点散布于置信区间内外
AT2018mnv,466,http://49.233.162.81:8788/all_sample_gp/AT2018mnv_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,B_completed_good,0.5,477,0.05,0,0.49,0.7,振幅仅0.05等，两波段围绕15等稳定小波动，SNR≈0.7极低，无明显结构
AT2019aasu,530,http://49.233.162.81:8788/all_sample_gp/AT2019aasu_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.47,631,0.02,0,0.52,0.3,r波段稳定在16.0等附近，g波段在17.0等附近波动，振幅约0.02等，几乎无变化，SNR=0.3极低
AT2017imi,7,http://49.233.162.81:8788/all_sample_gp/AT2017imi_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.54,622,0.15,0,0.46,1.5,g/r/i三波段清晰分层(i最亮~17.5，r居中~18，g最暗~19)，采样密集(622点)无异常峰形，分布均匀稳定
AT2017imo,8,http://49.233.162.81:8788/all_sample_gp/AT2017imo_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.57,304,0.28,1,0.51,2.1,g/r/i三波段分层清晰，振幅约0.5等，采样良好(304点)，无明显变亮或衰减特征
AT2017jcr,14,http://49.233.162.81:8788/all_sample_gp/AT2017jcr_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.5,309,0.05,0,0.42,0.6,三波段(g/r/i)分层清晰，间距约0.5等，观测数丰富(309 obs)，整体平稳无异常结构，经典对照样本
AT2017kak,22,http://49.233.162.81:8788/all_sample_gp/AT2017kak_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.61,149,0.38,0,0.51,3.8,三波段稳定分层两处聚类，无明显异常结构可作对照样本
AT2017kar,25,http://49.233.162.81:8788/all_sample_gp/AT2017kar_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.51,188,0.05,0,0.36,0.9,三波段平行稳定分层，间距0.8等无交叉变化，普通对照样本
AT2017xj,30,http://49.233.162.81:8788/all_sample_gp/AT2017xj_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.59,190,0.19,1,0.64,2.9,三波段分层清晰稳定，振幅仅0.25等，整体平稳无峰形
AT2018bjg,69,http://49.233.162.81:8788/all_sample_gp/AT2018bjg_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.53,300,0.07,0,0.22,1.3,三波段稳定分层(g在17.0-17.4、r在16.2-16.6、i在16.0-16.2)，振幅仅0.07等，整体非常平稳，无任何异常结构
AT2018bng,74,http://49.233.162.81:8788/all_sample_gp/AT2018bng_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.47,659,0.02,0,0.46,0.2,SNR极低0.2，振幅仅0.02等，三波段稳定分层无明显波动，疑似稳定活动星系核
AT2018buf,83,http://49.233.162.81:8788/all_sample_gp/AT2018buf_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.5,155,0.06,0,0.0,0.6,g波段约17.0-17.2等，r波段约16.0-16.6等，两波段分层清晰稳定，58500处有密集点+误差棒，整体振幅小约0.6等，无峰形结构
AT2018cci,92,http://49.233.162.81:8788/all_sample_gp/AT2018cci_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.52,288,0.08,0,0.42,0.9,三波段(g/r/i)分层清晰稳定，g在15.0-15.6等、r在14.4-14.8等、i在14.0-14.4等，振幅仅0.08等长期平稳
AT2018cck,93,http://49.233.162.81:8788/all_sample_gp/AT2018cck_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,C_imputed_usable,0.49,204,0.03,0,0.48,0.5,三波段分层清晰，g在16.8-17.0等、r在16.0-16.2等，振幅0.03等极小，无峰谷变化
AT2018cfg,100,http://49.233.162.81:8788/all_sample_gp/AT2018cfg_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.56,174,0.24,0,0.39,1.9,三波段分层清晰g暗于r约0.5等振幅仅0.24等，整体平稳无明显峰形SNR低但分层仍然可见
AT2018cvj,109,http://49.233.162.81:8788/all_sample_gp/AT2018cvj_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""rebrightening"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.61,334,0.25,0,0.42,4.0,三波段稳定分层，i波段最亮约15.0-15.4等，g波段最暗约16.0-16.6等，振幅仅0.25等，无再亮特征，可作普通对照
AT2018ddt,119,http://49.233.162.81:8788/all_sample_gp/AT2018ddt_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.61,328,0.21,0,0.36,3.7,振幅0.21等极小，三波段稳定分层在16.5-18.0区间，变化微弱，可作为普通对照样本
AT2018dkc,126,http://49.233.162.81:8788/all_sample_gp/AT2018dkc_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.49,45,0.07,0,0.09,0.5,三波段(g/r/i)分层清晰，g波段18-19、r波段17.4-18.2、i波段约17.8，振幅仅0.07等，整体亮度平稳无峰形结构
AT2018eah,140,http://49.233.162.81:8788/all_sample_gp/AT2018eah_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.62,1107,0.32,1,0.44,4.4,三波段间距均匀约0.3-0.5等，振幅仅0.32，观测点1107个，三条曲线保持平行无明显变化
AT2018edr,143,http://49.233.162.81:8788/all_sample_gp/AT2018edr_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.53,68,0.08,0,0.45,1.1,双波段(g/r)分层清晰，g约17.2-17.6等，r约16.4-16.9等，间距约0.8等，无趋势变化，观测稳定
AT2018efh,146,http://49.233.162.81:8788/all_sample_gp/AT2018efh_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.63,1522,0.34,0,0.39,7.7,三波段(g/r/i)分层清晰稳定，g约15.5-15.75、r约14.75-15.0、i约14.25-14.5，振幅仅0.34等，无峰形结构，整体平稳
AT2018ejt,150,http://49.233.162.81:8788/all_sample_gp/AT2018ejt_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,B_completed_good,0.64,212,0.2,0,0.09,5.2,三波段在19.0-20.2范围小幅波动，振幅仅0.20等，dm15=0.01极小，高红移(z=0.44)源观测上限受限
AT2018enu,154,http://49.233.162.81:8788/all_sample_gp/AT2018enu_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.53,227,0.11,0,0.17,1.2,r波段在17.8-18.2，g波段在18.6-19.2，两波段分层清晰稳定，振幅约0.1等，无峰形或衰减趋势
AT2018exy,159,http://49.233.162.81:8788/all_sample_gp/AT2018exy_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.65,88,0.38,0,0.51,6.1,g波段18.4-19.4与r波段18.8-19.4左右对称分布，无峰谷结构，振幅约0.3-0.4等，整体平稳无异常
AT2018gsc,194,http://49.233.162.81:8788/all_sample_gp/AT2018gsc_sample_gp.png,1,1,0,0,0.0,"{""control"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,C_imputed_usable,0.48,176,0.07,0,0.67,0.7,i波段在14.5至15.0等区间，r波段在15.0至14.5等区间，g波段在15.5至16.0等区间，三波段分层清晰，振幅仅0.07等极小，SNR=0.7极低
AT2018gws,199,http://49.233.162.81:8788/all_sample_gp/AT2018gws_sample_gp.png,1,1,0,0,0.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.5,139,0.04,0,0.23,0.7,三波段在15.4-16.8等范围稳定，振幅约0.04等极小，整体平稳无明显峰形
